"pro","city","value"
"安徽省","淮北",22
"安徽省","淮南",14
"安徽省","滁州",11
"安徽省","池州",11
"安徽省","黄山",9
"安徽省","宣城",5
"江西省","南昌",149
"江西省","九江",92
"江西省","新余",78
"江西省","上饶",78
"江西省","宜春",54
"江西省","赣州",52
"江西省","抚州",46
"江西省","萍乡",23
"江西省","吉安",15
"江西省","鹰潭",9
"江西省","景德镇",4
"重庆市","万州区",73
"重庆市","九龙坡区",19
"重庆市","云阳县",19
"重庆市","江北区",19
"重庆市","渝中区",19
"重庆市","开州区",18
"重庆市","垫江县",17
"重庆市","忠县",16
"重庆市","合川区",15
"重庆市","两江新区",14
"重庆市","綦江区",14
"重庆市","潼南区",13
"重庆市","渝北区",12
"重庆市","长寿区",12
"重庆市","石柱县",12
"重庆市","奉节县",12
"重庆市","巫溪县",11
"重庆市","丰都县",9
"重庆市","璧山区",8
"重庆市","巫山县",8
"重庆市","南岸区",8
"重庆市","荣昌区",8
"重庆市","大足区",8
"重庆市","大渡口区",7
"重庆市","铜梁区",7
"重庆市","江津区",4
"重庆市","高新区",4
"重庆市","梁平区",4
"重庆市","涪陵区",3
"重庆市","巴南区",3
"重庆市","永川区",3
"重庆市","城口县",2
"重庆市","黔江区",2
"重庆市","沙坪坝区",2
"重庆市","彭水县",2
"重庆市","秀山县",1
"重庆市","武隆区",1
"重庆市","酉阳",1
"重庆市","万盛经开区",1
"江苏省","苏州",69
"江苏省","南京",57
"江苏省","徐州",49
"江苏省","淮安",37
"江苏省","无锡",31
"江苏省","南通",29
"江苏省","常州",29
"江苏省","泰州",29
"江苏省","连云港",24
"江苏省","扬州",17
"江苏省","盐城",16
"江苏省","宿迁",12
"江苏省","镇江",9
"山东省","青岛",43
"山东省","济南",39
"山东省","临沂",35
"山东省","济宁",35
"山东省","烟台",31
"山东省","威海",30
"山东省","潍坊",27
"山东省","德州",27
"山东省","聊城",20
"山东省","泰安",20
"山东省","枣庄",19
"山东省","淄博",15
"山东省","日照",14
"山东省","菏泽",13
"山东省","滨州",11
"四川省","成都",102
"四川省","南充",30
"四川省","广安",27
"四川省","达州",23
"四川省","巴中",20
"四川省","绵阳",19
"四川省","内江",17
"四川省","甘孜州",17
"四川省","泸州",13
"四川省","德阳",12
"四川省","攀枝花",11
"四川省","自贡",9
"四川省","宜宾",9
"四川省","凉山州",7
"四川省","雅安",6
"四川省","广元",6
"四川省","遂宁",5
"四川省","眉山",5
"四川省","乐山",3
"四川省","资阳",2
"四川省","阿坝州",1
"北京市","朝阳区",48
"北京市","海淀区",47
"北京市","西城区",34
"北京市","大兴区",32
"北京市","外地来京人员",21
"北京市","丰台区",20
"北京市","昌平区",15
"北京市","通州区",13
"北京市","石景山区",11
"北京市","房山区",11
"北京市","东城区",7
"北京市","顺义区",6
"北京市","怀柔区",5
"北京市","门头沟区",3
"北京市","延庆区",1
"北京市","未明确地区",0
"上海市","外地来沪人员",92
"上海市","浦东新区",50
"上海市","宝山区",16
"上海市","徐汇区",15
"上海市","静安区",14
"上海市","闵行区",12
"上海市","长宁区",11
"上海市","松江区",10
"上海市","奉贤区",9
"上海市","虹口区",7
"上海市","杨浦区",7
"上海市","普陀区",7
"上海市","青浦区",5
"上海市","黄浦区",5
"上海市","嘉定区",5
"上海市","金山区",2
"上海市","崇明区",2
"黑龙江省","哈尔滨",94
"黑龙江省","绥化",39
"黑龙江省","双鸭山",36
"黑龙江省","鸡西",29
"黑龙江省","齐齐哈尔",27
"黑龙江省","大庆",13
"黑龙江省","佳木斯",13
"黑龙江省","牡丹江",11
"黑龙江省","七台河",10
"黑龙江省","大兴安岭",2
"黑龙江省","鹤岗",2
"黑龙江省","黑河",1
"福建省","福州",56
"福建省","莆田",42
"福建省","泉州",39
"福建省","厦门",21
"福建省","宁德",16
"福建省","漳州",16
"福建省","南平",12
"福建省","三明",11
"福建省","龙岩",2
"陕西省","西安",74
"陕西省","安康",21
"陕西省","汉中",20
"陕西省","咸阳",15
"陕西省","宝鸡",10
"陕西省","渭南",9
"陕西省","延安",7
"陕西省","铜川",7
"陕西省","商洛",6
"陕西省","榆林",2
"陕西省","韩城",1
"陕西省","杨凌",1
"广西壮族自治区","南宁",31
"广西壮族自治区","北海",31
"广西壮族自治区","桂林",28
"广西壮族自治区","柳州",20
"广西壮族自治区","防城港",15
"广西壮族自治区","河池",11
"广西壮族自治区","玉林",8
"广西壮族自治区","贵港",7
"广西壮族自治区","钦州",7
"广西壮族自治区","梧州",5
"广西壮族自治区","贺州",4
"广西壮族自治区","百色",3
"广西壮族自治区","来宾",1
"河北省","石家庄",24
"河北省","沧州",23
"河北省","邯郸",22
"河北省","邢台",19
"河北省","唐山",19
"河北省","保定",18
"河北省","廊坊",15
"河北省","张家口",13
"河北省","衡水",7
"河北省","承德",6
"河北省","秦皇岛",5
"云南省","昆明",40
"云南省","西双版纳",15
"云南省","玉溪",13
"云南省","曲靖",10
"云南省","昭通",10
"云南省","大理",10
"云南省","保山",8
"云南省","丽江",7
"云南省","红河",5
"云南省","德宏",5
"云南省","普洱",4
"云南省","楚雄",4
"云南省","临沧",1
"云南省","文山",1
"云南省","未知地区",0
"海南省","三亚",30
"海南省","海口",16
"海南省","万宁",11
"海南省","儋州",10
"海南省","琼海",6
"海南省","未知地区",6
"海南省","临高",5
"海南省","陵水",4
"海南省","澄迈",4
"海南省","定安",3
"海南省","昌江",3
"海南省","东方",3
"海南省","保亭",2
"海南省","琼中",1
"海南省","乐东",1
"海南省","文昌",1
"山西省","晋中",27
"山西省","运城",17
"山西省","太原",11
"山西省","大同",9
"山西省","晋城",8
"山西省","吕梁",6
"山西省","长治",5
"山西省","阳泉",4
"山西省","朔州",4
"山西省","忻州",3
"山西省","临汾",2
"辽宁省","沈阳",23
"辽宁省","大连",14
"辽宁省","盘锦",11
"辽宁省","锦州",7
"辽宁省","丹东",7
"辽宁省","葫芦岛",7
"辽宁省","阜新",7
"辽宁省","朝阳",6
"辽宁省","本溪",3
"辽宁省","铁岭",3
"辽宁省","鞍山",3
"辽宁省","辽阳",2
"辽宁省","营口",1
"天津市","宝坻区",21
"天津市","河东区",10
"天津市","河北区",10
"天津市","和平区",6
"天津市","外地来津人员",6
"天津市","河西区",4
"天津市","宁河区",4
"天津市","西青区",4
"天津市","东丽区",4
"天津市","南开区",3
"天津市","滨海新区",3
"天津市","红桥区",2
"天津市","津南区",1
"天津市","北辰区",1
"天津市","待明确",0
"贵州省","贵阳",18
"贵州省","毕节",13
"贵州省","遵义",12
"贵州省","六盘水",9
"贵州省","黔南州",7
"贵州省","铜仁",6
"贵州省","黔东南州",5
"贵州省","安顺",4
"贵州省","黔西南州",3
"吉林省","长春",32
"吉林省","四平",10
"吉林省","吉林市",5
"吉林省","延边",5
"吉林省","辽源",5
"吉林省","公主岭",4
"吉林省","松原",2
"吉林省","通化",2
"甘肃省","兰州",30
"甘肃省","天水",10
"甘肃省","定西",5
"甘肃省","陇南",4
"甘肃省","临夏",3
"甘肃省","张掖",2
"甘肃省","白银",2
"甘肃省","甘南",2
"甘肃省","庆阳",2
"甘肃省","金昌",1
"甘肃省","平凉",1
"内蒙古自治区","鄂尔多斯",11
"内蒙古自治区","包头",9
"内蒙古自治区","呼和浩特",5
"内蒙古自治区","呼伦贝尔",5
"内蒙古自治区","巴彦淖尔",4
"内蒙古自治区","乌兰察布",3
"内蒙古自治区","赤峰",3
"内蒙古自治区","锡林郭勒盟",2
"内蒙古自治区","乌海市",2
"内蒙古自治区","兴安盟",1
"内蒙古自治区","通辽",1
"宁夏回族自治区","银川",27
"宁夏回族自治区","吴忠",9
"宁夏回族自治区","中卫",3
"宁夏回族自治区","固原",2
"宁夏回族自治区","宁东管委会",1
"宁夏回族自治区","石嘴山",1
"新疆维吾尔自治区","乌鲁木齐",15
"新疆维吾尔自治区","伊犁州",9
"新疆维吾尔自治区","塔城",4
"新疆维吾尔自治区","昌吉",2
"新疆维吾尔自治区","吐鲁番",1
"新疆维吾尔自治区","胡杨河",1
"新疆维吾尔自治区","石河子",1
"新疆维吾尔自治区","阿克苏",1
"新疆维吾尔自治区","五家渠",1
"新疆维吾尔自治区","巴州",1
"青海省","西宁",15
"青海省","海北州",3
"西藏自治区","拉萨",1
